steps,episode,total_return,episode_len,episode_return,raw_return,best_episode
103,1,101.8085407699297,103,101.8085407699297,102.0,102.0
202,2,198.87900538745362,99,97.07046461752381,200.0,102.0
286,3,282.64744305693205,84,83.76843766947816,283.0,102.0
380,4,375.402773384845,94,92.75533032791297,376.0,102.0
469,5,464.2035847845542,89,88.80081139970937,464.0,102.0
